case_id,outcome,expected_intent,actual_intent,expected_tool,actual_tool
qsbp_026,failed,,,query_timesheet,query_project
qolm_054,passed,,,,
qsdr_043,passed,,,,
qsbp_027,failed,,,query_timesheet,query_project
qsbp_028,failed,,,query_timesheet,query_project
qsdr_044,passed,,,,
kq_187,passed,,,,
qolm_055,failed,tool_execution,general_chat,,
qsbp_029,failed,,,query_timesheet,query_project
qsdr_045,passed,,,,
qsdr_046,passed,,,,
qsbp_030,failed,,,query_timesheet,query_project
qsbp_031,failed,,,query_timesheet,query_project
qsdr_047,passed,,,,
qsbp_032,failed,,,query_timesheet,query_project
qsdr_048,passed,,,,
kq_188,passed,,,,
qsbp_033,failed,,,query_timesheet,query_project
qsdr_049,passed,,,,
qsbp_034,failed,,,query_timesheet,query_project
qsdr_050,passed,,,,
qsbp_035,failed,,,query_timesheet,query_project
qsdr_051,passed,,,,
qolm_056,passed,,,,
kq_189,passed,,,,
qsbp_036,failed,,,query_timesheet,query_project
qsdr_052,passed,,,,
qsbp_037,failed,,,query_timesheet,query_project
qolm_057,passed,,,,
qsdr_053,passed,,,,
qsbp_038,failed,,,query_timesheet,query_project
qsdr_054,passed,,,,
qsbp_039,failed,,,query_timesheet,query_project
kq_190,passed,,,,
qsdr_055,passed,,,,
qsbp_040,failed,,,query_timesheet,query_project
qsdr_056,passed,,,,
qsbp_041,failed,,,query_timesheet,query_project
qsdr_057,passed,,,,
qolm_058,failed,tool_execution,general_chat,,
qsbp_042,failed,,,query_timesheet,query_project
qsdr_058,passed,,,,
qsbp_043,failed,,,query_timesheet,query_project
kq_191,passed,,,,
qsdr_059,passed,,,,
qsbp_044,failed,,,query_timesheet,query_project
qsdr_060,passed,,,,
qsbp_045,failed,,,query_timesheet,query_project
qspm_001,passed,,,,
kq_192,passed,,,,
qsbp_046,failed,,,query_timesheet,query_project
qsbp_047,failed,,,query_timesheet,query_project
qspm_002,failed,tool_execution,general_chat,,
qsbp_048,failed,,,query_timesheet,query_project
qolm_059,failed,tool_execution,general_chat,,
kq_193,passed,,,,
qsbp_049,failed,,,query_timesheet,query_project
qspm_003,passed,,,,
qsbp_050,failed,,,query_timesheet,query_project
qsdr_001,passed,,,,
qspm_004,passed,,,,
kq_194,passed,,,,
qsdr_002,passed,,,,
qsdr_003,passed,,,,
qspm_005,failed,,,query_timesheet,compute_statistics
qsdr_004,passed,,,,
qsdr_005,passed,,,,
qspm_006,passed,,,,
qolm_060,passed,,,,
qsdr_006,passed,,,,
qspm_007,failed,,,query_timesheet,compute_statistics
kq_195,passed,,,,
qsdr_007,passed,,,,
qotw_001,passed,,,,
qsdr_008,passed,,,,
qspm_008,passed,,,,
qotw_002,passed,,,,
qsdr_009,passed,,,,
qotw_003,passed,,,,
qsdr_010,passed,,,,
qspm_009,passed,,,,
qsdr_011,passed,,,,
kq_196,passed,,,,
qspm_010,failed,,,query_timesheet,compute_statistics
qsdr_012,passed,,,,
qotw_004,passed,,,,
qsdr_013,passed,,,,
qotw_005,failed,tool_execution,general_chat,,
qspm_011,passed,,,,
kq_197,passed,,,,
qsdr_014,passed,,,,
qspm_012,failed,,,query_timesheet,compute_statistics
qsdr_015,passed,,,,
qotw_006,passed,,,,
qsdr_016,passed,,,,
qspm_013,passed,,,,
kq_198,passed,,,,
qotw_007,passed,,,,
qsdr_017,passed,,,,
qspm_014,passed,,,,
kq_199,passed,,,,
qsdr_018,passed,,,,
qotw_008,passed,,,,
qspm_015,passed,,,,
qsdr_019,passed,,,,
qotw_009,passed,,,,
qsdr_020,passed,,,,
qotw_010,passed,,,,
qspm_016,failed,,,query_timesheet,compute_statistics
qsdr_021,passed,,,,
qotw_011,failed,,,query_timesheet,compute_statistics
qsdr_022,passed,,,,
qotw_012,passed,,,,
qspm_017,passed,,,,
qsdr_023,passed,,,,
qspm_018,failed,,,query_timesheet,compute_statistics
kq_200,passed,,,,
qsdr_024,passed,,,,
qotw_013,passed,,,,
qsdr_025,passed,,,,
qotw_014,passed,,,,
qspm_019,passed,,,,
qsdr_026,passed,,,,
qspm_076,passed,,,,
qotw_015,passed,,,,
qspm_020,failed,tool_execution,general_chat,,
qotw_016,passed,,,,
qp_001,passed,,,,
qspm_077,failed,,,query_timesheet,compute_statistics
qotw_017,passed,,,,
qp_002,passed,,,,
qspm_021,passed,,,,
qp_003,passed,,,,
qotw_018,passed,,,,
qp_004,passed,,,,
qspm_078,passed,,,,
qspm_022,passed,,,,
qotw_019,failed,,,query_timesheet,compute_statistics
qp_005,passed,,,,
qp_006,passed,,,,
qspm_023,passed,,,,
qspm_079,passed,,,,
qp_007,passed,,,,
qp_008,passed,,,,
qspm_080,passed,,,,
qspm_024,failed,,,query_timesheet,compute_statistics
qp_009,passed,,,,
qotw_020,passed,,,,
qp_010,passed,,,,
qsl_001,passed,,,,
qp_011,passed,,,,
qspm_025,passed,,,,
qp_012,passed,,,,
qotw_021,passed,,,,
qsl_002,passed,,,,
qp_013,passed,,,,
qotw_022,passed,,,,
qspm_026,passed,,,,
qsl_003,passed,,,,
qp_014,passed,,,,
qotw_023,passed,,,,
qsl_004,passed,,,,
qp_015,failed,tool_execution,general_chat,,
qspm_027,passed,,,,
qsl_005,failed,,,query_timesheet,compute_statistics
qotw_024,passed,,,,
qsl_006,passed,,,,
qspm_028,passed,,,,
qsl_007,failed,,,query_timesheet,compute_statistics
qotw_025,passed,,,,
qp_016,passed,,,,
qspm_029,failed,,,query_timesheet,compute_statistics
qotw_026,passed,,,,
qsl_008,passed,,,,
qp_017,passed,,,,
qp_018,passed,,,,
qsl_009,passed,,,,
qspm_030,passed,,,,
qp_019,passed,,,,
qsl_010,failed,,,query_timesheet,compute_statistics
qotw_027,passed,,,,
qp_020,passed,,,,
qotw_028,passed,,,,
qspm_031,passed,,,,
qp_021,failed,tool_execution,general_chat,,
qsl_011,passed,,,,
qsl_012,failed,,,query_timesheet,compute_statistics
qotw_029,passed,,,,
qspm_032,failed,,,query_timesheet,compute_statistics
qp_022,passed,,,,
qotw_030,passed,,,,
qsl_013,passed,,,,
qp_023,passed,,,,
qspm_033,passed,,,,
qotw_031,failed,,,query_timesheet,compute_statistics
qsl_014,passed,,,,
qp_024,passed,,,,
qp_025,passed,,,,
qotw_032,failed,,,query_timesheet,compute_statistics
qsl_015,passed,,,,
qp_026,passed,,,,
qspm_034,passed,,,,
qp_027,passed,,,,
qotw_033,failed,,,query_timesheet,compute_statistics
qp_028,passed,,,,
qsl_016,failed,,,query_timesheet,compute_statistics
qp_029,passed,,,,
qspm_035,passed,,,,
qsl_017,passed,,,,
qp_030,passed,,,,
qp_031,passed,,,,
qspm_036,failed,,,query_timesheet,compute_statistics
qsl_018,passed,,,,
qp_032,passed,,,,
qp_033,passed,,,,
qsl_019,passed,,,,
qotw_034,passed,,,,
qp_034,passed,,,,
qspm_037,passed,,,,
qp_035,passed,,,,
qsl_020,failed,tool_execution,general_chat,,
qp_036,passed,,,,
qotw_035,passed,,,,
qspm_038,passed,,,,
qp_037,passed,,,,
qp_038,passed,,,,
qotw_036,passed,,,,
qsl_021,passed,,,,
qp_039,failed,tool_execution,general_chat,,
qotw_037,passed,,,,
qspm_039,failed,,,query_timesheet,compute_statistics
qsl_022,passed,,,,
qotw_038,passed,,,,
qsl_023,passed,,,,
qspm_040,passed,,,,
qotw_039,passed,,,,
qsl_024,failed,,,query_timesheet,compute_statistics
qotw_040,failed,tool_execution,general_chat,,
qsl_025,passed,,,,
qp_040,passed,,,,
qspm_041,passed,,,,
qp_041,passed,,,,
qsl_026,passed,,,,
qp_042,passed,,,,
qsl_027,passed,,,,
qotw_041,passed,,,,
qspm_042,passed,,,,
qp_043,passed,,,,
qsl_028,passed,,,,
qsm_031,passed,,,,
qp_044,failed,tool_execution,general_chat,,
qspm_043,passed,,,,
qsl_029,failed,,,query_timesheet,compute_statistics
qp_045,failed,tool_execution,general_chat,,
qsm_032,passed,,,,
qsl_030,passed,,,,
qspm_044,failed,,,query_timesheet,compute_statistics
qp_046,failed,tool_execution,general_chat,,
qsm_033,passed,,,,
qsl_031,passed,,,,
qspm_045,passed,,,,
qsl_032,failed,,,query_timesheet,compute_statistics
qsm_034,passed,,,,
qp_047,failed,tool_execution,general_chat,,
qspm_046,passed,,,,
qsl_033,passed,,,,
qsl_034,passed,,,,
qsm_035,failed,tool_execution,general_chat,,
qp_048,passed,,,,
qspm_047,failed,,,query_timesheet,compute_statistics
qsl_035,passed,,,,
qp_049,passed,,,,
qp_050,passed,,,,
qsl_036,failed,,,query_timesheet,compute_statistics
qsm_036,failed,,,query_timesheet,compute_statistics
qspm_048,failed,,,query_timesheet,compute_statistics
qp_051,passed,,,,
qsl_037,passed,,,,
qp_052,passed,,,,
qsm_037,passed,,,,
qp_053,passed,,,,
qsl_038,passed,,,,
qp_054,passed,,,,
qspm_049,failed,,,query_timesheet,compute_statistics
qp_055,passed,,,,
qsl_039,failed,,,query_timesheet,compute_statistics
qsm_038,passed,,,,
qp_056,passed,,,,
qp_057,passed,,,,
qspm_050,passed,,,,
qsl_040,passed,,,,
qp_058,passed,,,,
qsl_041,passed,,,,
qsm_039,failed,,,query_timesheet,compute_statistics
qp_059,passed,,,,
qspm_051,passed,,,,
qp_060,passed,,,,
qsm_040,passed,,,,
qsl_042,passed,,,,
qp_061,passed,,,,
qp_062,passed,,,,
qsl_043,passed,,,,
qp_063,passed,,,,
qsm_041,passed,,,,
qspm_052,passed,,,,
qp_064,passed,,,,
qsl_044,failed,,,query_timesheet,compute_statistics
qspm_053,passed,,,,
qp_065,passed,,,,
qsm_042,passed,,,,
qsl_045,passed,,,,
qp_066,passed,,,,
qsm_043,passed,,,,
qp_067,passed,,,,
qsl_046,passed,,,,
qspm_054,passed,,,,
qp_068,passed,,,,
qsl_047,passed,,,,
qp_069,passed,,,,
qsm_044,failed,,,query_timesheet,compute_statistics
qp_070,passed,,,,
qspm_055,passed,,,,
qsl_048,failed,,,query_timesheet,compute_statistics
qp_071,passed,,,,
qp_072,passed,,,,
qsl_049,failed,,,query_timesheet,compute_statistics
qspm_056,passed,,,,
qsm_045,passed,,,,
qp_073,passed,,,,
qsl_050,passed,,,,
qp_074,passed,,,,
qp_075,passed,,,,
qspm_057,passed,,,,
qsm_046,passed,,,,
qsl_051,passed,,,,
qp_076,passed,,,,
qsl_052,passed,,,,
qp_077,passed,,,,
qsm_047,failed,,,query_timesheet,compute_statistics
qsl_053,passed,,,,
qp_078,passed,,,,
qspm_058,passed,,,,
qp_079,passed,,,,
qsl_054,passed,,,,
qsm_048,failed,,,query_timesheet,compute_statistics
qp_080,passed,,,,
qspm_059,passed,,,,
qsl_055,passed,,,,
qp_081,passed,,,,
qsl_056,passed,,,,
qp_082,passed,,,,
qsm_049,failed,,,query_timesheet,compute_statistics
qspm_060,passed,,,,
qp_083,failed,,,query_project,query_timesheet
qsl_057,passed,,,,
qsl_058,passed,,,,
qsm_050,passed,,,,
qspm_061,failed,,,query_timesheet,compute_statistics
qsl_059,failed,,,query_timesheet,generate_weekly_report
qsm_051,passed,,,,
qsl_060,passed,,,,
qp_084,passed,,,,
qspm_062,failed,,,query_timesheet,compute_statistics
qp_085,passed,,,,
qsm_001,failed,,,query_timesheet,compute_statistics
qp_086,passed,,,,
qsm_052,passed,,,,
qsw_035,passed,,,,
qspm_063,failed,,,query_timesheet,compute_statistics
qsm_002,failed,tool_execution,general_chat,,
qsm_053,passed,,,,
qsw_036,passed,,,,
qspm_064,failed,,,query_timesheet,compute_statistics
qsm_003,failed,,,query_timesheet,compute_statistics
qsw_037,passed,,,,
qsw_038,passed,,,,
qsm_054,passed,,,,
qsm_004,passed,,,,
qspm_065,failed,,,query_timesheet,compute_statistics
qspm_066,passed,,,,
qsw_039,passed,,,,
qsm_055,passed,,,,
qsm_005,passed,,,,
qsw_040,passed,,,,
qspm_067,passed,,,,
qsw_041,passed,,,,
qsm_006,passed,,,,
qsm_056,passed,,,,
qsw_042,passed,,,,
qsm_007,failed,,,query_timesheet,compute_statistics
qspm_068,passed,,,,
qsw_043,passed,,,,
qsm_057,passed,,,,
qsw_044,failed,,,query_timesheet,compute_statistics
qsm_008,passed,,,,
qspm_069,failed,,,query_timesheet,compute_statistics
qsm_058,passed,,,,
qsw_045,passed,,,,
qspm_070,failed,,,query_timesheet,compute_statistics
qsm_009,passed,,,,
qsw_046,passed,,,,
qsw_047,passed,,,,
qsm_059,passed,,,,
qspm_071,passed,,,,
qsm_010,passed,,,,
qsw_048,passed,,,,
qsm_060,passed,,,,
qsw_049,passed,,,,
qspm_072,failed,,,query_timesheet,compute_statistics
qsm_011,passed,,,,
qsw_050,passed,,,,
qsm_061,failed,,,query_timesheet,compute_statistics
qsm_012,failed,,,query_timesheet,compute_statistics
qsw_051,failed,,,query_timesheet,compute_statistics
qsm_062,failed,,,query_timesheet,compute_statistics
qsw_052,passed,,,,
qsm_013,passed,,,,
qspm_073,passed,,,,
qsm_063,failed,,,query_timesheet,compute_statistics
qsw_053,passed,,,,
qsw_054,passed,,,,
qsm_014,passed,,,,
qspm_074,passed,,,,
qsm_064,failed,,,query_timesheet,compute_statistics
qsw_055,passed,,,,
qsm_015,passed,,,,
qsm_065,failed,,,query_timesheet,compute_statistics
qspm_075,passed,,,,
qsw_056,passed,,,,
qsm_066,passed,,,,
qsw_057,passed,,,,
qst_028,passed,,,,
qsm_016,failed,,,query_timesheet,compute_statistics
qsw_058,failed,,,query_timesheet,compute_statistics
qst_029,passed,,,,
qsm_067,passed,,,,
qsw_059,passed,,,,
qsm_017,passed,,,,
qst_030,passed,,,,
qsw_060,passed,,,,
qsm_018,failed,,,query_timesheet,compute_statistics
qsm_068,passed,,,,
qst_031,passed,,,,
qsw_061,passed,,,,
qst_032,passed,,,,
qsw_062,passed,,,,
qsm_019,passed,,,,
qsm_069,failed,,,query_timesheet,compute_statistics
qst_033,passed,,,,
qsw_063,passed,,,,
qsm_070,failed,,,query_timesheet,compute_statistics
qsm_020,failed,tool_execution,general_chat,,
qst_034,passed,,,,
qsw_064,passed,,,,
qsm_071,passed,,,,
qst_035,failed,tool_execution,general_chat,,
qsw_065,passed,,,,
qsm_021,passed,,,,
qsw_066,passed,,,,
qsm_072,passed,,,,
qsm_022,passed,,,,
qsw_067,passed,,,,
qst_036,passed,,,,
qsw_068,passed,,,,
qst_037,passed,,,,
qsw_069,passed,,,,
qsm_073,passed,,,,
qsm_023,passed,,,,
qst_038,passed,,,,
qsw_070,failed,tool_execution,general_chat,,
qst_039,passed,,,,
qsm_074,passed,,,,
qsm_024,passed,,,,
qst_040,passed,,,,
qsm_025,passed,,,,
qsm_075,passed,,,,
qst_041,passed,,,,
qsm_026,passed,,,,
qsw_071,passed,,,,
qst_042,passed,,,,
qsm_076,passed,,,,
qsw_072,failed,,,query_timesheet,compute_statistics
qst_043,passed,,,,
qsm_027,failed,,,query_timesheet,compute_statistics
qst_044,passed,,,,
qsw_073,passed,,,,
qsm_077,failed,,,query_timesheet,compute_statistics
qsw_074,passed,,,,
qst_045,passed,,,,
qsm_028,passed,,,,
qsw_075,passed,,,,
qst_046,passed,,,,
qsm_078,passed,,,,
qsm_029,failed,,,query_timesheet,compute_statistics
qsw_076,passed,,,,
qst_047,passed,,,,
qsm_079,passed,,,,
qsw_077,passed,,,,
qst_048,passed,,,,
qsm_030,passed,,,,
qsw_078,passed,,,,
qst_049,passed,,,,
qsm_080,failed,,,query_timesheet,compute_statistics
swh_142,failed,clarify,tool_execution,,
qsw_079,failed,,,query_timesheet,compute_statistics
qst_050,passed,,,,
swh_143,passed,,,,
qsw_080,passed,,,,
qsw_001,passed,,,,
swh_144,failed,clarify,tool_execution,,
swh_101,passed,,,,
qst_001,passed,,,,
qsw_002,failed,tool_execution,general_chat,,
swh_102,failed,clarify,tool_execution,,
swh_145,passed,,,,
qst_002,failed,tool_execution,general_chat,,
swh_103,passed,,,,
swh_146,passed,,,,
qst_003,passed,,,,
swh_104,failed,clarify,general_chat,,
swh_147,failed,clarify,tool_execution,,
qsw_003,passed,,,,
qst_004,passed,,,,
swh_148,failed,clarify,tool_execution,,
qsw_004,passed,,,,
qst_005,passed,,,,
swh_149,passed,,,,
qsw_005,passed,,,,
swh_105,passed,,,,
swh_150,passed,,,,
swh_106,failed,clarify,tool_execution,,
qst_006,passed,,,,
qsw_006,passed,,,,
swh_201,passed,,,,
swh_107,passed,,,,
qst_007,passed,,,,
swh_202,failed,clarify,tool_execution,,
qsw_007,failed,,,query_timesheet,compute_statistics
swh_108,failed,clarify,general_chat,,
qst_008,passed,,,,
swh_203,passed,,,,
qst_009,passed,,,,
qsw_008,passed,,,,
swh_204,failed,clarify,tool_execution,,
qst_010,passed,,,,
qsw_009,passed,,,,
swh_109,passed,,,,
swh_205,passed,,,,
swh_206,failed,clarify,tool_execution,,
swh_110,passed,,,,
qst_011,passed,,,,
qsw_010,passed,,,,
swh_207,passed,,,,
swh_111,passed,,,,
qst_012,passed,,,,
swh_208,failed,clarify,general_chat,,
swh_112,failed,clarify,tool_execution,,
qsw_011,passed,,,,
qst_013,passed,,,,
qsw_012,failed,,,query_timesheet,compute_statistics
swh_113,passed,,,,
qst_014,passed,,,,
qsw_013,passed,,,,
swh_209,passed,,,,
swh_114,failed,clarify,tool_execution,,
qst_015,passed,,,,
swh_210,passed,,,,
swh_115,passed,,,,
qsw_014,passed,,,,
swh_211,passed,,,,
qst_016,passed,,,,
qsw_015,passed,,,,
swh_116,failed,clarify,general_chat,,
swh_212,failed,clarify,general_chat,,
qst_017,passed,,,,
qsw_016,failed,,,query_timesheet,compute_statistics
swh_117,passed,,,,
qst_018,passed,,,,
qsw_017,passed,,,,
swh_118,failed,clarify,tool_execution,,
swh_213,passed,,,,
qst_019,passed,,,,
swh_214,failed,clarify,tool_execution,,
qsw_018,passed,,,,
qst_020,failed,tool_execution,general_chat,,
swh_119,passed,,,,
swh_215,passed,,,,
swh_120,failed,clarify,tool_execution,,
qsw_019,passed,,,,
swh_216,failed,clarify,general_chat,,
qst_021,passed,,,,
swh_121,passed,,,,
qsw_020,failed,tool_execution,general_chat,,
qst_022,passed,,,,
swh_122,passed,,,,
qst_023,passed,,,,
swh_123,failed,clarify,tool_execution,,
swh_217,passed,,,,
qsw_021,failed,tool_execution,general_chat,,
qst_024,passed,,,,
swh_124,failed,clarify,general_chat,,
swh_218,failed,clarify,tool_execution,,
qst_025,passed,,,,
qsw_022,passed,,,,
swh_219,passed,,,,
swh_125,passed,,,,
qst_026,passed,,,,
swh_220,failed,clarify,general_chat,,
swh_126,passed,,,,
qsw_023,passed,,,,
qst_027,passed,,,,
swh_127,failed,clarify,general_chat,,
qsw_024,passed,,,,
swh_248,failed,clarify,general_chat,,
qsw_025,passed,,,,
swh_221,passed,,,,
swh_222,passed,,,,
swh_128,passed,,,,
qsw_026,passed,,,,
swh_223,failed,clarify,tool_execution,,
swh_249,passed,,,,
qsw_027,failed,,,query_timesheet,compute_statistics
swh_129,failed,clarify,tool_execution,,
swh_250,passed,,,,
swh_224,failed,clarify,general_chat,,
swh_130,passed,,,,
qsw_028,failed,tool_execution,general_chat,,
swh_301,passed,,,,
swh_131,failed,clarify,tool_execution,,
swh_302,failed,clarify,general_chat,,
swh_132,passed,,,,
swh_225,passed,,,,
swh_133,failed,clarify,general_chat,,
qsw_029,passed,,,,
swh_303,passed,,,,
swh_226,passed,,,,
qsw_030,passed,,,,
swh_227,failed,clarify,general_chat,,
swh_304,failed,clarify,tool_execution,,
qsw_031,passed,,,,
swh_134,passed,,,,
swh_305,passed,,,,
qsw_032,passed,,,,
swh_135,passed,,,,
swh_228,passed,,,,
qsw_033,passed,,,,
swh_306,failed,clarify,tool_execution,,
swh_136,failed,clarify,general_chat,,
swh_229,failed,clarify,general_chat,,
swh_307,passed,,,,
qsw_034,passed,,,,
swh_308,failed,clarify,general_chat,,
swh_347,failed,clarify,tool_execution,,
swh_137,passed,,,,
swh_230,passed,,,,
swh_348,failed,clarify,general_chat,,
swh_138,failed,clarify,tool_execution,,
swh_231,failed,clarify,tool_execution,,
swh_139,passed,,,,
swh_309,passed,,,,
swh_232,passed,,,,
swh_140,failed,clarify,general_chat,,
swh_310,passed,,,,
swh_233,failed,clarify,tool_execution,,
swh_349,passed,,,,
swh_311,passed,,,,
swh_234,passed,,,,
swh_350,passed,,,,
swh_312,failed,clarify,tool_execution,,
swh_235,passed,,,,
swh_401,passed,,,,
swh_313,passed,,,,
swh_236,failed,clarify,general_chat,,
swh_141,failed,,,save_workhour,query_timesheet
swh_402,passed,,,,
swh_314,failed,clarify,tool_execution,,
swh_315,passed,,,,
swh_403,failed,clarify,general_chat,,
swh_440,failed,clarify,tool_execution,,
swh_316,failed,clarify,general_chat,,
swh_441,failed,clarify,tool_execution,,
swh_404,failed,clarify,tool_execution,,
swh_237,passed,,,,
swh_442,passed,,,,
swh_405,failed,clarify,tool_execution,,
swh_443,failed,clarify,general_chat,,
swh_238,failed,clarify,tool_execution,,
swh_406,passed,,,,
swh_317,passed,,,,
swh_239,passed,,,,
swh_407,failed,clarify,general_chat,,
swh_318,failed,clarify,tool_execution,,
swh_240,failed,clarify,general_chat,,
swh_444,failed,clarify,tool_execution,,
swh_408,failed,clarify,tool_execution,,
swh_319,passed,,,,
swh_445,passed,,,,
swh_409,passed,,,,
swh_320,failed,clarify,tool_execution,,
swh_446,passed,,,,
swh_241,passed,,,,
swh_410,passed,,,,
swh_447,failed,clarify,tool_execution,,
swh_321,passed,,,,
swh_242,failed,clarify,tool_execution,,
swh_411,failed,clarify,tool_execution,,
swh_322,passed,,,,
swh_448,failed,clarify,tool_execution,,
swh_323,failed,clarify,tool_execution,,
swh_243,passed,,,,
swh_412,failed,clarify,tool_execution,,
swh_449,failed,clarify,general_chat,,
swh_244,failed,clarify,tool_execution,,
swh_324,failed,clarify,general_chat,,
swh_413,passed,,,,
swh_414,passed,,,,
swh_245,passed,,,,
swh_450,passed,,,,
swh_415,failed,clarify,general_chat,,
swh_246,passed,,,,
swhm_001,passed,,,,
swh_325,passed,,,,
swh_247,failed,clarify,tool_execution,,
swh_416,failed,clarify,tool_execution,,
swh_326,passed,,,,
swhm_002,failed,clarify,general_chat,,
swhm_027,failed,clarify,tool_execution,,
swh_417,failed,clarify,tool_execution,,
swh_327,failed,clarify,general_chat,,
swhm_028,failed,clarify,tool_execution,,
swh_418,passed,,,,
swhm_003,failed,clarify,tool_execution,,
swh_419,failed,clarify,tool_execution,,
swhm_029,failed,clarify,tool_execution,,
swh_328,passed,,,,
swhm_004,failed,clarify,tool_execution,,
swh_420,failed,clarify,tool_execution,,
swh_329,failed,clarify,general_chat,,
swh_421,passed,,,,
swhm_005,failed,clarify,tool_execution,,
swhm_030,failed,clarify,tool_execution,,
swh_422,passed,,,,
swh_330,passed,,,,
swhm_006,failed,clarify,tool_execution,,
swh_423,failed,clarify,tool_execution,,
swh_424,failed,clarify,tool_execution,,
swh_331,failed,clarify,tool_execution,,
swhm_007,failed,clarify,tool_execution,,
swhm_031,passed,,,,
swh_425,failed,clarify,tool_execution,,
swh_332,passed,,,,
swh_426,passed,,,,
swh_333,failed,clarify,tool_execution,,
swhm_032,passed,,,,
swh_427,failed,clarify,general_chat,,
swhm_008,failed,clarify,tool_execution,,
swh_334,passed,,,,
swhm_033,failed,clarify,tool_execution,,
swh_335,passed,,,,
swhm_009,failed,clarify,tool_execution,,
swh_336,failed,clarify,general_chat,,
swh_428,failed,clarify,tool_execution,,
swh_429,failed,clarify,tool_execution,,
swhm_010,failed,clarify,tool_execution,,
swh_430,passed,,,,
swh_337,passed,,,,
swhm_034,failed,clarify,tool_execution,,
swh_431,failed,clarify,general_chat,,
swh_338,failed,clarify,tool_execution,,
swhm_011,failed,clarify,tool_execution,,
swh_339,passed,,,,
swhm_035,failed,clarify,tool_execution,,
swh_432,failed,clarify,tool_execution,,
swh_340,failed,clarify,general_chat,,
swh_433,failed,clarify,tool_execution,,
swhm_036,failed,clarify,tool_execution,,
swh_434,passed,,,,
swhm_012,failed,clarify,tool_execution,,
swh_435,failed,clarify,tool_execution,,
swh_341,passed,,,,
swh_436,failed,clarify,tool_execution,,
swhm_037,failed,clarify,tool_execution,,
swhm_013,failed,clarify,tool_execution,,
swh_342,failed,clarify,tool_execution,,
swh_437,failed,clarify,general_chat,,
swhm_038,failed,clarify,tool_execution,,
swh_343,passed,,,,
swhm_014,failed,clarify,tool_execution,,
swh_344,failed,clarify,general_chat,,
swhm_039,failed,clarify,tool_execution,,
swh_438,passed,,,,
swhm_015,failed,clarify,tool_execution,,
swh_345,passed,,,,
swh_439,failed,clarify,general_chat,,
swhm_040,failed,clarify,tool_execution,,
swhm_016,failed,clarify,general_chat,,
swh_346,passed,,,,
swhm_041,failed,clarify,tool_execution,,
swh_029,passed,,,,
swhm_060,failed,clarify,tool_execution,,
swh_030,failed,clarify,tool_execution,,
swhm_017,failed,clarify,tool_execution,,
swh_031,passed,,,,
swhm_042,passed,,,,
swh_032,failed,clarify,tool_execution,,
swhm_018,failed,clarify,tool_execution,,
swh_033,passed,,,,
swhm_043,failed,clarify,tool_execution,,
swh_034,failed,clarify,tool_execution,,
swh_001,passed,,,,
swhm_044,failed,clarify,tool_execution,,
swh_035,passed,,,,
swh_002,passed,,,,
swhm_019,failed,clarify,tool_execution,,
swh_036,passed,,,,
swhm_045,failed,clarify,tool_execution,,
swh_003,passed,,,,
swh_037,failed,clarify,tool_execution,,
swh_004,passed,,,,
swhm_020,passed,,,,
swhm_046,failed,clarify,tool_execution,,
swh_038,failed,clarify,tool_execution,,
swh_005,passed,,,,
swh_039,passed,,,,
swhm_021,failed,clarify,tool_execution,,
swh_040,passed,,,,
swhm_047,failed,clarify,tool_execution,,
swh_006,failed,clarify,tool_execution,,
swhm_022,passed,,,,
swh_041,failed,clarify,tool_execution,,
swh_007,failed,clarify,tool_execution,,
swhm_048,failed,clarify,tool_execution,,
swhm_023,failed,clarify,tool_execution,,
swh_042,passed,,,,
swh_008,failed,clarify,tool_execution,,
swh_043,failed,clarify,tool_execution,,
swh_009,failed,clarify,general_chat,,
swh_044,passed,,,,
swhm_049,failed,clarify,tool_execution,,
swh_045,failed,clarify,tool_execution,,
swhm_024,failed,clarify,tool_execution,,
swh_010,passed,,,,
swh_046,passed,,,,
swh_011,passed,,,,
swhm_025,failed,clarify,tool_execution,,
swh_047,failed,clarify,tool_execution,,
swhm_050,failed,clarify,tool_execution,,
swh_012,failed,clarify,tool_execution,,
swh_048,passed,,,,
swh_049,passed,,,,
swhm_026,failed,clarify,tool_execution,,
swh_013,passed,,,,
swhm_051,failed,clarify,tool_execution,,
swh_014,failed,clarify,tool_execution,,
swh_050,failed,clarify,tool_execution,,
swhs_004,passed,,,,
swhs_001,passed,,,,
swhs_005,failed,tool_execution,clarify,,
swhs_002,failed,tool_execution,clarify,,
swhm_052,failed,clarify,tool_execution,,
swhs_006,passed,,,,
swh_015,passed,,,,
swhs_003,passed,,,,
swhs_007,failed,tool_execution,clarify,,
swh_016,failed,clarify,tool_execution,,
swhs_026,passed,,,,
swhs_008,failed,tool_execution,clarify,,
swhm_053,failed,clarify,tool_execution,,
swhs_027,failed,tool_execution,clarify,,
swh_017,failed,clarify,tool_execution,,
swhs_009,failed,tool_execution,clarify,,
swhs_028,passed,,,,
swh_018,passed,,,,
swhs_010,failed,tool_execution,clarify,,
swhs_029,passed,,,,
swhs_011,passed,,,,
swh_019,passed,,,,
swhs_030,passed,,,,
swhs_012,passed,,,,
swh_020,failed,clarify,tool_execution,,
swhs_031,failed,tool_execution,clarify,,
swhs_013,passed,,,,
swh_021,passed,,,,
swhs_032,passed,,,,
swhs_014,passed,,,,
swhs_033,passed,,,,
swh_022,failed,clarify,tool_execution,,
swhs_015,passed,,,,
