case_id,outcome,actual
qp_082,passed,
qsm_063,failed,compute_statistics
qp_083,passed,
qsm_012,failed,compute_statistics
qp_084,passed,
qsw_038,passed,
qsm_064,failed,compute_statistics
qp_085,passed,
qsm_013,passed,
qp_086,passed,
qsw_039,passed,
qsm_065,failed,compute_statistics
qst_028,passed,
qsm_014,failed,compute_statistics
qsw_040,passed,
qsm_066,passed,
qst_029,passed,
qsm_015,passed,
qsw_041,passed,
qsm_067,passed,
qst_030,passed,
qsm_016,failed,compute_statistics
qsw_042,passed,
qsm_068,passed,
qst_031,passed,
qsm_069,failed,compute_statistics
qsw_043,passed,
qst_032,passed,
qsm_017,passed,
qsm_070,failed,compute_statistics
qsw_044,failed,compute_statistics
qsm_071,passed,
qsw_045,passed,
qsm_072,passed,
qsw_046,passed,
qst_033,passed,
qsm_073,passed,
qsw_047,passed,
qsm_018,passed,
qst_034,passed,
qsm_074,passed,
qsw_048,passed,
qst_035,failed,general_chat
qsm_075,passed,
qsm_019,passed,
qsw_049,passed,
qsm_076,passed,
qsm_020,failed,general_chat
qst_036,passed,
qsw_050,passed,
qst_037,passed,
qsw_051,failed,compute_statistics
qsm_021,passed,
qsm_077,failed,compute_statistics
qst_038,passed,
qsw_052,passed,
qsm_078,passed,
qsm_022,passed,
qst_039,passed,
qsw_053,passed,
qsm_023,passed,
qsm_079,passed,
qst_040,passed,
qsw_054,passed,
qsm_024,failed,compute_statistics
qsm_080,passed,
qst_041,passed,
qsw_055,passed,
qsm_025,passed,
qst_042,passed,
qsw_056,passed,
qsw_001,passed,
qsm_026,passed,
qst_043,passed,
qsw_002,passed,
qsw_057,passed,
qst_044,passed,
qsw_058,failed,compute_statistics
qsw_003,passed,
qsm_027,failed,compute_statistics
qst_045,passed,
qsw_059,passed,
qsw_004,passed,
qsm_028,passed,
qst_046,passed,
qsw_060,passed,
qsw_005,failed,compute_statistics
qsm_029,failed,compute_statistics
qst_047,passed,
qsw_061,passed,
qsw_006,passed,
qsm_030,passed,
qst_048,passed,
qsw_062,passed,
qsw_007,failed,compute_statistics
qst_049,passed,
qsw_063,failed,query_project
swh_142,passed,
qsw_064,passed,
qsw_008,passed,
qst_050,passed,
swh_143,passed,
qsw_065,passed,
qsw_009,passed,
swh_101,passed,
swh_144,passed,
qsw_010,failed,compute_statistics
swh_102,passed,
qsw_066,passed,
swh_145,passed,
swh_103,passed,
qsw_011,passed,
qsw_067,passed,
swh_146,passed,
swh_104,passed,
qsw_012,failed,compute_statistics
qsw_068,passed,
swh_147,failed,tool_execution
swh_105,passed,
qsw_013,passed,
swh_148,failed,tool_execution
qsw_069,passed,
swh_106,failed,tool_execution
swh_149,passed,
qsw_014,passed,
qsw_070,failed,query_project
swh_107,passed,
swh_150,passed,
qsw_071,passed,
qsw_015,passed,
swh_108,failed,tool_execution
swh_201,passed,
qsw_072,failed,compute_statistics
qsw_016,failed,compute_statistics
swh_109,passed,
swh_202,failed,general_chat
qsw_073,passed,
qsw_017,passed,
swh_110,passed,
swh_203,passed,
qsw_074,passed,
swh_111,passed,
qsw_018,failed,compute_statistics
swh_204,passed,
swh_112,passed,
qsw_075,passed,
qsw_019,passed,
swh_113,passed,
swh_205,passed,
qsw_020,passed,
qsw_076,passed,
swh_114,failed,tool_execution
swh_206,failed,tool_execution
qsw_021,passed,
qsw_077,passed,
swh_115,passed,
swh_207,passed,
qsw_022,passed,
qsw_078,passed,
swh_208,failed,general_chat
swh_116,failed,tool_execution
qsw_079,failed,compute_statistics
swh_117,passed,
qsw_023,passed,
swh_209,passed,
qsw_080,passed,
swh_118,passed,
qsw_024,passed,
qst_001,passed,
swh_210,passed,
swh_119,passed,
swh_120,failed,tool_execution
swh_211,passed,
qsw_025,passed,
qst_002,failed,general_chat
swh_121,passed,
swh_212,failed,tool_execution
qst_003,passed,
qsw_026,passed,
swh_213,passed,
qst_004,passed,
qsw_027,failed,compute_statistics
swh_122,passed,
swh_214,failed,tool_execution
qst_005,passed,
qsw_028,passed,
swh_123,failed,tool_execution
swh_215,passed,
qst_006,passed,
swh_124,failed,tool_execution
swh_216,failed,general_chat
qsw_029,passed,
qst_007,passed,
swh_125,passed,
qsw_030,passed,
qst_008,passed,
swh_217,passed,
swh_126,passed,
qsw_031,passed,
qst_009,passed,
swh_218,failed,tool_execution
swh_127,failed,tool_execution
qsw_032,passed,
qst_010,passed,
swh_219,passed,
swh_128,passed,
qsw_033,passed,
swh_220,failed,tool_execution
swh_129,passed,
qst_011,passed,
qsw_034,passed,
swh_221,passed,
swh_130,passed,
qst_012,failed,compute_statistics
swh_248,failed,general_chat
swh_222,passed,
swh_131,failed,tool_execution
qst_013,passed,
swh_132,passed,
swh_249,passed,
swh_223,failed,tool_execution
qst_014,passed,
swh_133,failed,general_chat
swh_224,failed,general_chat
swh_250,passed,
qst_015,passed,
swh_301,passed,
swh_134,passed,
qst_016,failed,compute_statistics
swh_302,failed,tool_execution
swh_135,passed,
qst_017,passed,
swh_303,passed,
swh_136,failed,tool_execution
qst_018,passed,
swh_304,failed,tool_execution
swh_137,passed,
swh_305,passed,
qst_019,passed,
swh_138,failed,tool_execution
swh_225,passed,
qst_020,failed,general_chat
swh_306,failed,tool_execution
swh_139,passed,
swh_226,passed,
swh_307,passed,
qst_021,passed,
swh_140,failed,general_chat
swh_308,failed,general_chat
swh_227,passed,
qst_022,passed,
swh_228,passed,
qst_023,passed,
swh_309,passed,
swh_141,passed,
swh_229,failed,tool_execution
qst_024,passed,
swh_310,passed,
swh_347,failed,tool_execution
swh_230,passed,
qst_025,passed,
swh_311,passed,
swh_348,failed,general_chat
swh_231,failed,tool_execution
swh_312,failed,tool_execution
qst_026,passed,
swh_232,passed,
swh_313,passed,
swh_349,passed,
qst_027,passed,
swh_233,failed,tool_execution
swh_314,failed,tool_execution
swh_350,passed,
swh_440,failed,tool_execution
swh_234,passed,
swh_315,passed,
swh_401,passed,
swh_441,passed,
swh_235,passed,
swh_402,passed,
swh_316,failed,general_chat
swh_442,passed,
swh_236,failed,tool_execution
swh_403,failed,tool_execution
swh_237,passed,
swh_443,failed,tool_execution
swh_317,passed,
swh_404,failed,tool_execution
swh_444,failed,tool_execution
swh_238,failed,tool_execution
swh_318,failed,tool_execution
swh_405,passed,
swh_445,passed,
swh_239,passed,
swh_319,passed,
swh_406,passed,
swh_446,passed,
swh_240,failed,general_chat
swh_320,passed,
swh_407,passed,
swh_447,failed,tool_execution
swh_321,passed,
swh_448,failed,tool_execution
swh_241,passed,
swh_408,failed,tool_execution
swh_322,passed,
swh_449,failed,general_chat
swh_242,failed,tool_execution
swh_409,passed,
swh_323,failed,tool_execution
swh_410,passed,
swh_243,passed,
swh_324,failed,general_chat
swh_450,passed,
swh_411,failed,tool_execution
swh_244,passed,
swh_245,passed,
swh_412,failed,tool_execution
swhm_001,passed,
swh_413,passed,
swh_246,passed,
swh_325,passed,
swhm_002,passed,
swh_414,passed,
swh_247,failed,tool_execution
swh_326,passed,
swh_415,failed,tool_execution
swhm_027,passed,
swh_327,failed,tool_execution
swh_416,failed,tool_execution
swhm_003,passed,
swh_328,passed,
swhm_028,passed,
swh_417,failed,tool_execution
swh_329,failed,general_chat
swh_418,passed,
swh_330,passed,
swh_419,failed,tool_execution
swhm_029,passed,
swh_420,failed,tool_execution
swh_331,failed,tool_execution
swhm_004,passed,
swhm_030,failed,tool_execution
swh_421,passed,
swh_332,passed,
swh_422,passed,
swhm_005,failed,tool_execution
swh_333,failed,tool_execution
swh_423,passed,
swh_334,passed,
swh_424,failed,tool_execution
swh_335,passed,
swh_425,passed,
swhm_031,passed,
swh_336,passed,
swh_426,passed,
swh_337,passed,
swhm_032,passed,
swhm_006,passed,
swh_338,failed,tool_execution
swh_427,failed,tool_execution
swhm_033,failed,tool_execution
swhm_007,passed,
swh_339,passed,
swh_428,failed,tool_execution
swh_340,failed,general_chat
swhm_008,passed,
swh_429,passed,
swh_430,passed,
swhm_009,passed,
swh_341,passed,
swh_431,passed,
swhm_034,passed,
swh_342,failed,tool_execution
swh_432,failed,tool_execution
swh_433,passed,
swh_343,passed,
swhm_035,passed,
swh_434,passed,
swhm_010,passed,
swh_344,failed,tool_execution
swhm_036,passed,
swh_345,passed,
swh_435,failed,tool_execution
swhm_011,passed,
swh_346,passed,
swh_436,failed,tool_execution
swh_437,failed,tool_execution
swhm_060,failed,tool_execution
swhm_012,failed,tool_execution
swh_438,passed,
swh_439,failed,tool_execution
swhm_013,passed,
swh_029,passed,
swh_030,failed,tool_execution
swhm_014,passed,
swh_001,passed,
swh_031,passed,
swh_002,passed,
swh_032,failed,tool_execution
swhm_037,failed,tool_execution
swhm_015,passed,
swh_003,passed,
swh_033,passed,
swhm_038,passed,
swhm_016,failed,general_chat
swh_034,passed,
swh_004,passed,
swh_035,passed,
swh_005,passed,
swh_036,passed,
swhm_039,passed,
swh_006,passed,
swhm_017,passed,
swh_037,passed,
swh_007,failed,tool_execution
swh_038,failed,tool_execution
swh_008,failed,tool_execution
swhm_040,passed,
swh_039,passed,
swhm_018,passed,
swh_009,passed,
swhm_041,passed,
swh_040,passed,
swh_010,passed,
swh_041,failed,tool_execution
swhm_019,passed,
swh_011,passed,
swh_042,passed,
swh_012,failed,tool_execution
swhm_020,passed,
swhm_042,passed,
swh_043,failed,tool_execution
swh_013,passed,
swh_044,passed,
swhm_021,failed,tool_execution
swhm_043,passed,
swh_014,passed,
swh_045,failed,tool_execution
swh_015,passed,
swhm_044,passed,
swh_046,passed,
swh_016,failed,tool_execution
swhm_045,passed,
swh_047,failed,tool_execution
swh_017,passed,
swhm_022,passed,
swh_048,passed,
swh_018,passed,
swhm_046,failed,tool_execution
swh_019,passed,
swh_049,passed,
swhm_023,passed,
swh_050,failed,tool_execution
swh_020,passed,
swhm_047,passed,
swhm_024,passed,
swh_021,passed,
swhs_001,failed,clarify
swhs_002,failed,clarify
swh_022,failed,tool_execution
swhm_048,failed,tool_execution
swhs_003,failed,clarify
swhm_025,passed,
swh_023,passed,
swhs_004,failed,clarify
swhm_049,passed,
swh_024,failed,tool_execution
swhs_005,failed,clarify
swhm_026,passed,
swh_025,failed,tool_execution
swhs_006,failed,clarify
swh_026,passed,
swhm_050,passed,
swhs_007,failed,clarify
swhs_026,failed,clarify
swh_027,passed,
swhs_008,failed,clarify
swhm_051,failed,tool_execution
swhs_027,failed,clarify
swh_028,failed,tool_execution
swhs_009,failed,clarify
swhs_028,failed,clarify
swhs_045,failed,clarify
swhs_010,failed,clarify
swhs_029,failed,clarify
swhs_046,failed,clarify
swhs_030,failed,clarify
swhs_011,failed,clarify
swhm_052,failed,tool_execution
swhs_047,failed,clarify
swhs_031,failed,clarify
swhs_012,failed,clarify
swhs_048,failed,clarify
swhs_032,failed,clarify
swhs_013,failed,clarify
swhm_053,failed,tool_execution
swhs_049,failed,clarify
swhs_033,failed,clarify
swhs_014,failed,clarify
swhs_050,failed,clarify
swhs_034,failed,clarify
swhs_015,failed,clarify
swhp_001,passed,
swhs_035,failed,clarify
swhs_016,failed,clarify
swhp_002,passed,
swhs_036,failed,clarify
swhs_017,failed,clarify
swhm_054,failed,tool_execution
swhp_003,passed,
swhs_037,failed,clarify
swhs_018,failed,clarify
swhp_004,passed,
swhs_038,failed,clarify
swhs_019,failed,clarify
swhm_055,passed,
swhp_005,passed,
swhs_039,failed,clarify
swhs_020,failed,clarify
swhp_006,passed,
swhs_021,failed,clarify
swhs_040,failed,clarify
swhm_056,passed,
swhs_022,failed,clarify
swhp_007,passed,
swhs_041,failed,clarify
swhs_023,failed,clarify
swhp_008,passed,
swhs_042,failed,clarify
swhs_024,failed,clarify
swhp_009,passed,
swhs_043,failed,clarify
swhm_057,failed,tool_execution
swhs_025,failed,clarify
swhp_010,passed,
swhs_044,failed,clarify
swhp_012,passed,
swhp_011,passed,
swhp_027,passed,
swhp_013,passed,
swhm_058,passed,
swhp_040,passed,
swhp_028,passed,
swhp_014,passed,
swhp_041,passed,
swhp_029,passed,
swhm_059,passed,
swhp_030,passed,
swhp_015,passed,
swhp_042,passed,
swhp_016,passed,
swhp_031,passed,
swhp_043,passed,
swhp_032,passed,
swhp_051,failed,tool_execution
swhp_017,passed,
swhp_044,passed,
swhp_033,passed,
swhp_052,failed,tool_execution
swhp_018,passed,
swhp_045,passed,
swhp_053,failed,tool_execution
swhp_034,passed,
swhp_046,passed,
swhp_019,passed,
swhp_054,failed,tool_execution
swhp_047,passed,
swhp_035,passed,
swhp_020,passed,
swhp_055,failed,tool_execution
swhp_036,passed,
swhp_048,passed,
swhp_021,passed,
swhp_056,failed,tool_execution
swhp_037,passed,
swhp_049,passed,
swhp_022,passed,
swhp_057,failed,general_chat
swhp_038,passed,
swhp_050,passed,
swhp_023,passed,
swhp_039,passed,
swhp_061,passed,
swhp_024,passed,
swhp_070,passed,
swhp_062,passed,
swhp_058,passed,
swhp_025,passed,
swhp_071,passed,
swhp_059,passed,
swhp_063,passed,
swhp_026,passed,
swhp_072,passed,
swhp_064,passed,
swhp_077,passed,
swhp_060,passed,
swhp_073,passed,
swhp_065,passed,
swhp_078,passed,
swhr_004,passed,
swhp_079,passed,
swhp_066,passed,
swhr_005,passed,
swhp_074,passed,
swhp_067,passed,
swhp_080,passed,
swhr_006,passed,
swhp_075,passed,
swhr_001,passed,
swhp_068,passed,
swhp_076,passed,
swhr_007,passed,
swhr_002,passed,
swhp_069,passed,
swhr_010,passed,
swhr_008,passed,
swhr_003,passed,
swhr_015,passed,
swhr_011,passed,
swhr_009,passed,
swhr_019,passed,
swhr_016,passed,
swhr_012,passed,
swhr_023,passed,
swhr_020,passed,
swhr_017,passed,
swhr_013,passed,
swhr_024,passed,
swhr_021,passed,
swhr_018,passed,
swhr_014,passed,
swhr_025,passed,
swhr_022,passed,
swhr_026,passed,
swhr_029,passed,
swhr_032,passed,
swhr_034,passed,
swhr_027,passed,
swhr_030,passed,
swhr_035,passed,
swhr_033,passed,
swhr_031,passed,
swhr_028,passed,
swhr_036,passed,
swhr_038,passed,
swhr_039,passed,
swhr_040,passed,
swhr_037,passed,
swhr_041,passed,
swhr_042,passed,
swhr_043,passed,
swhr_045,passed,
swhr_047,passed,
swhr_046,passed,
swhr_044,passed,
swhr_048,passed,
swhr_050,passed,
swhr_049,passed,
swhr_051,passed,
swhr_052,passed,
swhr_053,passed,
swhr_054,passed,
swhr_055,passed,
swhr_056,passed,
swhr_058,passed,
swhr_057,passed,
swhr_059,passed,
swhr_060,passed,
